form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,variants_tag,paradigm_tag,overabundance_tag,source,page,language_id
vaiphei154,mu,3.pl.1.pl.excl.fut.neg,ei mu puan au,ei Σ puan au,ei+Σ+pua+n+a+u,ei Σ p ua n a u,ei + Σ + p ua + n + a + u,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei155,mu,3.pl.1.pl.incl.fut.neg,ei hun mu lo di ahiu,ei hun Σ lo di ahiu,ei+hun+Σ+lo+di+a+hi+u,ei h u n Σ l ou d i a h i u,ei + h u n + Σ + l ou + d i + a + h i + u,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei156,mu,3.pl.1.pl.incl.fut.neg,ei hun mu puan au,ei hun Σ puan au,ei+hun+Σ+pua+n+a+u,ei h u n Σ p ua n a u,ei + h u n + Σ + p ua + n + a + u,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei157,mu,3.pl.1.pl.incl.fut.neg,ei mu lo di ahiu,ei Σ lo di ahiu,ei+Σ+lo+di+a+hi+u,ei Σ l ou d i a h i u,ei + Σ + l ou + d i + a + h i + u,unspecified,lou_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei158,mu,3.pl.1.pl.incl.fut.neg,ei mu puan au,ei Σ puan au,ei+Σ+pua+n+a+u,ei Σ p ua n a u,ei + Σ + p ua + n + a + u,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei159,mu,3.sg.2.sg.fut.neg,hun mu lo di ahi,hun Σ lo di ahi,hun+Σ+lo+di+a+hi,h u n Σ l ou d i a h i,h u n + Σ + l ou + d i + a + h i,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei160,mu,3.sg.2.sg.fut.neg,hun mu puan a,hun Σ puan a,hun+Σ+pua+n+a,h u n Σ p ua n a,h u n + Σ + p ua + n + a,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei161,mu,3.sg.2.sg.fut.neg,mu lo di ahi,Σ lo di ahi,Σ+lo+di+a+hi,Σ l ou d i a h i,Σ + l ou + d i + a + h i,unspecified,lou_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei162,mu,3.sg.2.sg.fut.neg,mu puan a,Σ puan a,Σ+pua+n+a,Σ p ua n a,Σ + p ua + n + a,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei163,mu,3.sg.2.pl.fut.neg,hun mu lo di ahi,hun Σ lo di ahi,hun+Σ+lo+di+a+hi,h u n Σ l ou d i a h i,h u n + Σ + l ou + d i + a + h i,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei164,mu,3.sg.2.pl.fut.neg,hun mu puan a,hun Σ puan a,hun+Σ+pua+n+a,h u n Σ p ua n a,h u n + Σ + p ua + n + a,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei165,mu,3.sg.2.pl.fut.neg,mu lo di ahi,Σ lo di ahi,Σ+lo+di+a+hi,Σ l ou d i a h i,Σ + l ou + d i + a + h i,unspecified,lou_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei166,mu,3.sg.2.pl.fut.neg,mu puan a,Σ puan a,Σ+pua+n+a,Σ p ua n a,Σ + p ua + n + a,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei167,mu,3.pl.2.sg.fut.neg,hun mu lo di ahiu,hun Σ lo di ahiu,hun+Σ+lo+di+a+hi+u,h u n Σ l ou d i a h i u,h u n + Σ + l ou + d i + a + h i + u,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei168,mu,3.pl.2.sg.fut.neg,hun mu puan au,hun Σ puan au,hun+Σ+pua+n+a+u,h u n Σ p ua n a u,h u n + Σ + p ua + n + a + u,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei169,mu,3.pl.2.sg.fut.neg,mu lo di ahiu,Σ lo di ahiu,Σ+lo+di+a+hi+u,Σ l ou d i a h i u,Σ + l ou + d i + a + h i + u,unspecified,lou_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei170,mu,3.pl.2.sg.fut.neg,mu puan au,Σ puan au,Σ+pua+n+a+u,Σ p ua n a u,Σ + p ua + n + a + u,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei171,mu,3.pl.2.pl.fut.neg,hun mu lo di ahiu,hun Σ lo di ahiu,hun+Σ+lo+di+a+hi+u,h u n Σ l ou d i a h i u,h u n + Σ + l ou + d i + a + h i + u,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei172,mu,3.pl.2.pl.fut.neg,hun mu puan au,hun Σ puan au,hun+Σ+pua+n+a+u,h u n Σ p ua n a u,h u n + Σ + p ua + n + a + u,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei173,mu,3.pl.2.pl.fut.neg,mu lo di ahiu,Σ lo di ahiu,Σ+lo+di+a+hi+u,Σ l ou d i a h i u,Σ + l ou + d i + a + h i + u,unspecified,lou_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei174,mu,3.pl.2.pl.fut.neg,mu puan au,Σ puan au,Σ+pua+n+a+u,Σ p ua n a u,Σ + p ua + n + a + u,unspecified,pua_neg,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei175,mu,3.sg.3.sg.fut.neg,mu lo di ahi,Σ lo di ahi,Σ+lo+di+a+hi,Σ l ou d i a h i,Σ + l ou + d i + a + h i,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei176,mu,3.sg.3.sg.fut.neg,mu puan a,Σ puan a,Σ+pua+n+a,Σ p ua n a,Σ + p ua + n + a,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei177,mu,3.sg.3.pl.fut.neg,mu lo di ahi,Σ lo di ahi,Σ+lo+di+a+hi,Σ l ou d i a h i,Σ + l ou + d i + a + h i,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei178,mu,3.sg.3.pl.fut.neg,mu puan a,Σ puan a,Σ+pua+n+a,Σ p ua n a,Σ + p ua + n + a,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei179,mu,3.pl.3.sg.fut.neg,mu lo di ahiu,Σ lo di ahiu,Σ+lo+di+a+hi+u,Σ l ou d i a h i u,Σ + l ou + d i + a + h i + u,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei180,mu,3.pl.3.sg.fut.neg,mu puan au,Σ puan au,Σ+pua+n+a+u,Σ p ua n a u,Σ + p ua + n + a + u,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei181,mu,3.pl.3.pl.fut.neg,mu lo di ahiu,Σ lo di ahiu,Σ+lo+di+a+hi+u,Σ l ou d i a h i u,Σ + l ou + d i + a + h i + u,unspecified,lou_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei182,mu,3.pl.3.pl.fut.neg,mu puan au,Σ puan au,Σ+pua+n+a+u,Σ p ua n a u,Σ + p ua + n + a + u,unspecified,pua_neg,,Reich2026Vaiphei,nopage,vaiphei
vaiphei183,chia,1.sg.nfut.aff,ka chia hi,ka Σ hi,ka+Σ+hi,k a Σ h i,k a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei184,chia,1.pl.excl.nfut.aff,ka chia uhi,ka Σ uhi,ka+Σ+u+hi,k a Σ u h i,k a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei185,chia,1.pl.incl.nfut.aff,i chia uhi,i Σ uhi,i+Σ+u+hi,i Σ u h i,i + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei186,mu,1.sg.2.sg.nfut.aff,ka hun mu hi,ka hun Σ hi,ka+hun+Σ+hi,k a h u n Σ h i,k a + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei187,mu,1.sg.2.sg.nfut.aff,ka mu hi,ka Σ hi,ka+Σ+hi,k a Σ h i,k a + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei188,mu,1.sg.2.pl.nfut.aff,ka hun mu hi,ka hun Σ hi,ka+hun+Σ+hi,k a h u n Σ h i,k a + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei189,mu,1.sg.2.pl.nfut.aff,ka mu hi,ka Σ hi,ka+Σ+hi,k a Σ h i,k a + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei190,mu,1.pl.excl.2.sg.nfut.aff,ka hun mu uhi,ka hun Σ uhi,ka+hun+Σ+u+hi,k a h u n Σ u h i,k a + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei191,mu,1.pl.excl.2.sg.nfut.aff,ka mu uhi,ka Σ uhi,ka+Σ+u+hi,k a Σ u h i,k a + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei192,mu,1.pl.excl.2.pl.nfut.aff,ka hun mu uhi,ka hun Σ uhi,ka+hun+Σ+u+hi,k a h u n Σ u h i,k a + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei193,mu,1.pl.excl.2.pl.nfut.aff,ka mu uhi,ka Σ uhi,ka+Σ+u+hi,k a Σ u h i,k a + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei194,mu,1.sg.3.sg.nfut.aff,ka mu hi,ka Σ hi,ka+Σ+hi,k a Σ h i,k a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei195,mu,1.sg.3.pl.nfut.aff,ka mu hi,ka Σ hi,ka+Σ+hi,k a Σ h i,k a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei196,mu,1.pl.excl.3.sg.nfut.aff,ka mu uhi,ka Σ uhi,ka+Σ+u+hi,k a Σ u h i,k a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei197,mu,1.pl.incl.3.sg.nfut.aff,i mu uhi,i Σ uhi,i+Σ+u+hi,i Σ u h i,i + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei198,mu,1.pl.excl.3.pl.nfut.aff,ka mu uhi,ka Σ uhi,ka+Σ+u+hi,k a Σ u h i,k a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei199,mu,1.pl.incl.3.pl.nfut.aff,i mu uhi,i Σ uhi,i+Σ+u+hi,i Σ u h i,i + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei200,chia,2.sg.nfut.aff,la chia hi,la Σ hi,la+Σ+hi,l a Σ h i,l a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei201,chia,2.pl.nfut.aff,la chia uhi,la Σ uhi,la+Σ+u+hi,l a Σ u h i,l a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei202,mu,2.sg.1.sg.nfut.aff,lei hun mu hi,lei hun Σ hi,l+ei+hun+Σ+hi,l ei h u n Σ h i,l + ei + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei203,mu,2.sg.1.sg.nfut.aff,lei mu hi,lei Σ hi,l+ei+Σ+hi,l ei Σ h i,l + ei + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei204,mu,2.sg.1.pl.excl.nfut.aff,lei hun mu hi,lei hun Σ hi,l+ei+hun+Σ+hi,l ei h u n Σ h i,l + ei + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei205,mu,2.sg.1.pl.excl.nfut.aff,lei mu hi,lei Σ hi,l+ei+Σ+hi,l ei Σ h i,l + ei + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei206,mu,2.pl.1.sg.nfut.aff,lei hun mu uhi,lei hun Σ uhi,l+ei+hun+Σ+u+hi,l ei h u n Σ u h i,l + ei + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei207,mu,2.pl.1.sg.nfut.aff,lei mu uhi,lei Σ uhi,l+ei+Σ+u+hi,l ei Σ u h i,l + ei + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei208,mu,2.pl.1.pl.excl.nfut.aff,lei hun mu uhi,lei hun Σ uhi,l+ei+hun+Σ+u+hi,l ei h u n Σ u h i,l + ei + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei209,mu,2.pl.1.pl.excl.nfut.aff,lei mu uhi,lei Σ uhi,l+ei+Σ+u+hi,l ei Σ u h i,l + ei + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei210,mu,2.sg.3.sg.nfut.aff,la mu hi,la Σ hi,la+Σ+hi,l a Σ h i,l a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei211,mu,2.sg.3.pl.nfut.aff,la mu hi,la Σ hi,la+Σ+hi,l a Σ h i,l a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei212,mu,2.pl.3.sg.nfut.aff,la mu uhi,la Σ uhi,la+Σ+u+hi,l a Σ u h i,l a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei213,mu,2.pl.3.pl.nfut.aff,la mu uhi,la Σ uhi,la+Σ+u+hi,l a Σ u h i,l a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei214,chia,3.sg.nfut.aff,a chia hi,a Σ hi,a+Σ+hi,a Σ h i,a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei215,chia,3.pl.nfut.aff,a chia uhi,a Σ uhi,a+Σ+u+hi,a Σ u h i,a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei216,mu,3.sg.1.sg.nfut.aff,ei hun mu hi,ei hun Σ hi,ei+hun+Σ+hi,ei h u n Σ h i,ei + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei217,mu,3.sg.1.sg.nfut.aff,ei mu hi,ei Σ hi,ei+Σ+hi,ei Σ h i,ei + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei218,mu,3.sg.1.pl.excl.nfut.aff,ei hun mu hi,ei hun Σ hi,ei+hun+Σ+hi,ei h u n Σ h i,ei + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei219,mu,3.sg.1.pl.excl.nfut.aff,ei mu hi,ei Σ hi,ei+Σ+hi,ei Σ h i,ei + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei220,mu,3.sg.1.pl.incl.nfut.aff,ei hun mu hi,ei hun Σ hi,ei+hun+Σ+hi,ei h u n Σ h i,ei + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei221,mu,3.sg.1.pl.incl.nfut.aff,ei mu hi,ei Σ hi,ei+Σ+hi,ei Σ h i,ei + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei222,mu,3.pl.1.sg.nfut.aff,ei hun mu uhi,ei hun Σ uhi,ei+hun+Σ+u+hi,ei h u n Σ u h i,ei + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei223,mu,3.pl.1.sg.nfut.aff,ei mu uhi,ei Σ uhi,ei+Σ+u+hi,ei Σ u h i,ei + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei224,mu,3.pl.1.pl.excl.nfut.aff,ei hun mu uhi,ei hun Σ uhi,ei+hun+Σ+u+hi,ei h u n Σ u h i,ei + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei225,mu,3.pl.1.pl.excl.nfut.aff,ei mu uhi,ei Σ uhi,ei+Σ+u+hi,ei Σ u h i,ei + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei226,mu,3.pl.1.pl.incl.nfut.aff,ei hun mu uhi,ei hun Σ uhi,ei+hun+Σ+u+hi,ei h u n Σ u h i,ei + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei227,mu,3.pl.1.pl.incl.nfut.aff,ei mu uhi,ei Σ uhi,ei+Σ+u+hi,ei Σ u h i,ei + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei228,mu,3.sg.2.sg.nfut.aff,a hun mu hi,a hun Σ hi,a+hun+Σ+hi,a h u n Σ h i,a + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei229,mu,3.sg.2.sg.nfut.aff,a mu hi,a Σ hi,a+Σ+hi,a Σ h i,a + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei230,mu,3.sg.2.pl.nfut.aff,a hun mu hi,a hun Σ hi,a+hun+Σ+hi,a h u n Σ h i,a + h u n + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei231,mu,3.sg.2.pl.nfut.aff,a mu hi,a Σ hi,a+Σ+hi,a Σ h i,a + Σ + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei232,mu,3.pl.2.sg.nfut.aff,a hun mu uhi,a hun Σ uhi,a+hun+Σ+u+hi,a h u n Σ u h i,a + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei233,mu,3.pl.2.sg.nfut.aff,a mu uhi,a Σ uhi,a+Σ+u+hi,a Σ u h i,a + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei234,mu,3.pl.2.pl.nfut.aff,a hun mu uhi,a hun Σ uhi,a+hun+Σ+u+hi,a h u n Σ u h i,a + h u n + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei235,mu,3.pl.2.pl.nfut.aff,a mu uhi,a Σ uhi,a+Σ+u+hi,a Σ u h i,a + Σ + u + h i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei236,mu,3.sg.3.sg.nfut.aff,a mu hi,a Σ hi,a+Σ+hi,a Σ h i,a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei237,mu,3.sg.3.pl.nfut.aff,a mu hi,a Σ hi,a+Σ+hi,a Σ h i,a + Σ + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei238,mu,3.pl.3.sg.nfut.aff,a mu uhi,a Σ uhi,a+Σ+u+hi,a Σ u h i,a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei239,mu,3.pl.3.pl.nfut.aff,a mu uhi,a Σ uhi,a+Σ+u+hi,a Σ u h i,a + Σ + u + h i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei240,chia,1.sg.nfut.neg,ka chia puai,ka Σ puai,ka+Σ+pua+i,k a Σ p ua i,k a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei241,chia,1.pl.excl.nfut.neg,ka chia puau,ka Σ puau,ka+Σ+pua+u,k a Σ p ua u,k a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei242,chia,1.pl.incl.nfut.neg,i chia puau,i Σ puau,i+Σ+pua+u,i Σ p ua u,i + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei243,mu,1.sg.2.sg.nfut.neg,ka hun mu puai,ka hun Σ puai,ka+hun+Σ+pua+i,k a h u n Σ p ua i,k a + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei244,mu,1.sg.2.sg.nfut.neg,ka mu puai,ka Σ puai,ka+Σ+pua+i,k a Σ p ua i,k a + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei245,mu,1.sg.2.pl.nfut.neg,ka hun mu puai,ka hun Σ puai,ka+hun+Σ+pua+i,k a h u n Σ p ua i,k a + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei246,mu,1.sg.2.pl.nfut.neg,ka mu puai,ka Σ puai,ka+Σ+pua+i,k a Σ p ua i,k a + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei247,mu,1.pl.excl.2.sg.nfut.neg,ka hun mu puau,ka hun Σ puau,ka+hun+Σ+pua+u,k a h u n Σ p ua u,k a + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei248,mu,1.pl.excl.2.sg.nfut.neg,ka mu puau,ka Σ puau,ka+Σ+pua+u,k a Σ p ua u,k a + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei249,mu,1.pl.excl.2.pl.nfut.neg,ka hun mu puau,ka hun Σ puau,ka+hun+Σ+pua+u,k a h u n Σ p ua u,k a + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei250,mu,1.pl.excl.2.pl.nfut.neg,ka mu puau,ka Σ puau,ka+Σ+pua+u,k a Σ p ua u,k a + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei251,mu,1.sg.3.sg.nfut.neg,ka mu puai,ka Σ puai,ka+Σ+pua+i,k a Σ p ua i,k a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei252,mu,1.sg.3.pl.nfut.neg,ka mu puai,ka Σ puai,ka+Σ+pua+i,k a Σ p ua i,k a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei253,mu,1.pl.excl.3.sg.nfut.neg,ka mu puau,ka Σ puau,ka+Σ+pua+u,k a Σ p ua u,k a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei254,mu,1.pl.incl.3.sg.nfut.neg,i mu puau,i Σ puau,i+Σ+pua+u,i Σ p ua u,i + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei255,mu,1.pl.excl.3.pl.nfut.neg,ka mu puau,ka Σ puau,ka+Σ+pua+u,k a Σ p ua u,k a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei256,mu,1.pl.incl.3.pl.nfut.neg,i mu puau,i Σ puau,i+Σ+pua+u,i Σ p ua u,i + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei257,chia,2.sg.nfut.neg,la chia puai,la Σ puai,la+Σ+pua+i,l a Σ p ua i,l a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei258,chia,2.pl.nfut.neg,la chia puau,la Σ puau,la+Σ+pua+u,l a Σ p ua u,l a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei259,mu,2.sg.1.sg.nfut.neg,lei hun mu puai,lei hun Σ puai,l+ei+hun+Σ+pua+i,l ei h u n Σ p ua i,l + ei + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei260,mu,2.sg.1.sg.nfut.neg,lei mu puai,lei Σ puai,l+ei+Σ+pua+i,l ei Σ p ua i,l + ei + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei261,mu,2.sg.1.pl.excl.nfut.neg,lei hun mu puai,lei hun Σ puai,l+ei+hun+Σ+pua+i,l ei h u n Σ p ua i,l + ei + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei262,mu,2.sg.1.pl.excl.nfut.neg,lei mu puai,lei Σ puai,l+ei+Σ+pua+i,l ei Σ p ua i,l + ei + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei263,mu,2.pl.1.sg.nfut.neg,lei hun mu puau,lei hun Σ puau,l+ei+hun+Σ+pua+u,l ei h u n Σ p ua u,l + ei + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei264,mu,2.pl.1.sg.nfut.neg,lei mu puau,lei Σ puau,l+ei+Σ+pua+u,l ei Σ p ua u,l + ei + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei265,mu,2.pl.1.pl.excl.nfut.neg,lei hun mu puau,lei hun Σ puau,l+ei+hun+Σ+pua+u,l ei h u n Σ p ua u,l + ei + h u n + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei266,mu,2.pl.1.pl.excl.nfut.neg,lei mu puau,lei Σ puau,l+ei+Σ+pua+u,l ei Σ p ua u,l + ei + Σ + p ua + u,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei267,mu,2.sg.3.sg.nfut.neg,la mu puai,la Σ puai,la+Σ+pua+i,l a Σ p ua i,l a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei268,mu,2.sg.3.pl.nfut.neg,la mu puai,la Σ puai,la+Σ+pua+i,l a Σ p ua i,l a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei269,mu,2.pl.3.sg.nfut.neg,la mu puau,la Σ puau,la+Σ+pua+u,l a Σ p ua u,l a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei270,mu,2.pl.3.pl.nfut.neg,la mu puau,la Σ puau,la+Σ+pua+u,l a Σ p ua u,l a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei271,chia,3.sg.nfut.neg,a chia puai,a Σ puai,a+Σ+pua+i,a Σ p ua i,a + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei272,chia,3.pl.nfut.neg,a chia puau,a Σ puau,a+Σ+pua+u,a Σ p ua u,a + Σ + p ua + u,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei273,mu,3.sg.1.sg.nfut.neg,ei hun mu puai,ei hun Σ puai,ei+hun+Σ+pua+i,ei h u n Σ p ua i,ei + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei274,mu,3.sg.1.sg.nfut.neg,ei mu puai,ei Σ puai,ei+Σ+pua+i,ei Σ p ua i,ei + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
vaiphei275,mu,3.sg.1.pl.excl.nfut.neg,ei hun mu puai,ei hun Σ puai,ei+hun+Σ+pua+i,ei h u n Σ p ua i,ei + h u n + Σ + p ua + i,unspecified,,,Reich2026Vaiphei,nopage,vaiphei
vaiphei276,mu,3.sg.1.pl.excl.nfut.neg,ei mu puai,ei Σ puai,ei+Σ+pua+i,ei Σ p ua i,ei + Σ + p ua + i,unspecified,,optional_hun,Reich2026Vaiphei,nopage,vaiphei
